rpm,temperature,oil_pressure,vibration,fuel_flow,fault
4599.6,87.4,3.78,2.39,3.55,Performance Degradation
4478.4,84.3,3.36,5.16,3.2,Bearing Degradation
4687.3,84.3,4.0,2.2,3.71,Performance Degradation
4710.0,93.6,2.33,2.55,2.87,Low Oil Pressure
5310.5,111.9,3.51,1.92,3.56,Overheating
5190.0,78.9,4.22,1.22,2.54,Normal
4749.9,83.8,4.01,2.08,3.85,Performance Degradation
5270.2,103.1,3.69,1.76,3.28,Overheating
4948.5,96.3,2.22,2.36,2.87,Low Oil Pressure
4679.8,90.5,3.31,5.7,2.95,Bearing Degradation
5169.8,77.7,4.12,1.1,2.75,Normal
4614.2,86.1,4.03,2.24,3.66,Performance Degradation
4727.0,90.0,3.09,4.99,3.08,Bearing Degradation
4672.9,83.1,4.04,1.99,3.49,Performance Degradation
4478.5,81.0,3.99,2.09,3.57,Performance Degradation
5176.9,76.4,4.35,0.93,2.64,Normal
4779.7,92.5,2.32,2.11,2.83,Low Oil Pressure
5164.6,74.9,4.46,1.35,2.72,Normal
4733.6,87.8,3.27,5.82,3.02,Bearing Degradation
4810.8,90.0,2.65,2.47,2.94,Low Oil Pressure
5291.5,111.1,3.25,2.02,3.58,Overheating
4898.7,85.0,2.65,2.21,2.88,Low Oil Pressure
5269.0,75.3,4.22,1.33,2.72,Normal
4937.0,91.3,2.38,2.38,2.6,Low Oil Pressure
4792.7,91.7,3.34,5.69,2.99,Bearing Degradation
4674.0,86.4,4.0,1.9,3.56,Performance Degradation
4861.5,93.5,2.14,2.75,2.8,Low Oil Pressure
4682.4,85.7,3.85,2.09,3.46,Performance Degradation
4875.9,94.4,2.31,2.58,3.03,Low Oil Pressure
4882.7,89.5,2.44,2.21,3.04,Low Oil Pressure
4572.1,86.1,3.22,5.39,3.17,Bearing Degradation
4791.7,86.8,3.12,4.22,3.05,Bearing Degradation
5185.5,99.3,3.66,1.64,3.33,Overheating
5203.0,80.7,4.11,1.5,2.56,Normal
5289.1,103.8,3.68,1.88,3.42,Overheating
5184.1,76.3,4.41,1.26,2.82,Normal
5168.3,82.0,4.37,0.93,2.58,Normal
4786.5,84.1,3.82,2.16,3.71,Performance Degradation
5254.5,103.2,3.69,1.81,3.39,Overheating
5169.9,77.4,4.56,1.26,2.53,Normal
5157.9,76.8,4.26,1.4,2.64,Normal
5353.9,110.5,3.31,1.88,3.58,Overheating
5268.0,102.3,3.66,1.63,3.24,Overheating
5285.1,99.1,3.74,1.76,3.29,Overheating
5288.4,78.2,4.42,1.15,2.64,Normal
4764.3,88.3,3.36,4.52,3.07,Bearing Degradation
4667.4,92.4,3.59,5.58,3.26,Bearing Degradation
4754.6,92.3,3.48,5.64,3.23,Bearing Degradation
4777.6,82.5,3.18,3.7,2.87,Bearing Degradation
5136.2,81.1,4.31,1.35,2.69,Normal
5347.5,100.0,3.67,1.57,3.25,Overheating
5271.4,80.4,4.42,1.31,2.76,Normal
4758.1,89.1,2.36,2.26,2.73,Low Oil Pressure
4701.0,91.9,3.4,4.96,3.15,Bearing Degradation
4625.4,88.2,3.41,4.78,2.86,Bearing Degradation
4925.0,92.3,2.36,2.53,3.04,Low Oil Pressure
4619.5,84.8,3.48,4.05,3.22,Bearing Degradation
5312.7,105.8,3.45,1.93,3.33,Overheating
5306.7,106.5,3.56,1.68,3.51,Overheating
4817.1,89.9,2.55,2.3,2.74,Low Oil Pressure
5248.5,117.6,3.1,2.14,3.76,Overheating
5180.1,78.8,4.25,1.05,2.78,Normal
4822.1,85.7,3.9,2.07,3.55,Performance Degradation
4694.8,79.4,3.66,2.54,3.49,Performance Degradation
5156.0,78.4,4.43,1.13,2.78,Normal
4658.5,92.8,3.27,5.4,3.1,Bearing Degradation
4976.3,92.3,2.65,2.57,2.85,Low Oil Pressure
4705.9,82.4,3.83,2.16,3.45,Performance Degradation
4780.4,86.4,2.65,2.24,2.75,Low Oil Pressure
4538.5,85.6,3.6,5.97,3.02,Bearing Degradation
5078.6,77.3,4.16,1.27,2.52,Normal
4863.4,87.3,2.44,2.37,2.75,Low Oil Pressure
4830.2,95.0,2.09,2.7,2.55,Low Oil Pressure
4641.8,83.9,4.04,2.13,3.41,Performance Degradation
4772.3,92.5,2.27,2.15,3.01,Low Oil Pressure
4730.3,95.9,2.1,2.64,2.6,Low Oil Pressure
4868.7,93.5,2.2,2.65,2.82,Low Oil Pressure
5305.2,103.9,3.58,1.6,3.47,Overheating
4667.7,91.0,1.98,2.64,3.01,Low Oil Pressure
4840.7,93.2,2.64,2.3,3.11,Low Oil Pressure
5256.7,104.6,3.72,1.96,3.5,Overheating
4688.5,83.1,3.67,2.04,3.85,Performance Degradation
4758.1,88.1,3.33,5.08,2.78,Bearing Degradation
5234.2,103.8,3.72,1.62,3.37,Overheating
4630.9,81.7,3.93,2.17,3.64,Performance Degradation
4622.2,88.0,3.38,5.99,3.01,Bearing Degradation
5223.2,80.1,4.37,1.05,2.74,Normal
4703.5,79.8,3.91,1.65,3.96,Performance Degradation
4612.9,93.2,3.34,5.51,3.07,Bearing Degradation
5218.5,116.5,3.32,1.96,3.8,Overheating
4774.2,92.5,2.58,2.25,2.81,Low Oil Pressure
5247.2,98.3,3.85,1.6,3.38,Overheating
5232.1,78.6,4.37,1.22,2.73,Normal
4862.2,96.7,2.41,2.59,2.77,Low Oil Pressure
4790.3,87.8,2.49,2.45,2.83,Low Oil Pressure
5159.2,106.0,3.62,2.01,3.46,Overheating
4601.8,90.6,3.29,5.2,3.04,Bearing Degradation
4728.9,85.4,3.58,1.77,3.57,Performance Degradation
5390.1,100.5,3.75,1.81,3.23,Overheating
4622.3,89.2,3.41,5.88,2.88,Bearing Degradation
5237.0,101.9,3.64,1.64,3.45,Overheating
5320.1,99.5,3.68,1.66,3.16,Overheating
4906.6,90.0,2.65,2.34,2.98,Low Oil Pressure
4784.6,92.2,2.02,2.77,2.95,Low Oil Pressure
4626.9,90.1,3.17,5.5,2.88,Bearing Degradation
4722.8,89.4,2.99,5.61,3.05,Bearing Degradation
4694.9,89.9,3.02,4.5,3.43,Bearing Degradation
4571.8,86.9,3.41,5.54,3.14,Bearing Degradation
4640.0,91.1,3.28,4.87,3.21,Bearing Degradation
5287.0,109.3,3.53,1.75,3.43,Overheating
4929.0,87.6,2.57,2.34,2.88,Low Oil Pressure
5177.4,80.9,4.35,1.26,2.7,Normal
5304.3,106.1,3.48,1.93,3.42,Overheating
4587.9,87.5,3.37,4.09,3.13,Bearing Degradation
5224.5,83.0,4.41,1.19,2.72,Normal
5170.2,78.7,4.35,1.16,2.66,Normal
4709.9,91.3,3.58,4.24,3.26,Bearing Degradation
4592.5,86.2,4.12,2.16,3.58,Performance Degradation
5324.6,106.3,3.49,1.7,3.41,Overheating
5236.8,78.9,4.42,1.11,2.62,Normal
5266.1,103.6,3.6,1.69,3.35,Overheating
4824.1,92.0,2.5,2.34,2.96,Low Oil Pressure
4449.1,83.3,4.23,2.39,3.37,Performance Degradation
5214.9,83.0,4.35,1.11,2.72,Normal
5208.0,79.7,4.33,1.34,2.64,Normal
4833.4,84.9,3.95,1.79,3.92,Performance Degradation
4807.4,85.2,3.68,2.34,3.58,Performance Degradation
4718.3,93.4,3.55,5.33,3.01,Bearing Degradation
4810.1,84.3,3.27,4.89,2.95,Bearing Degradation
5250.7,81.0,4.36,1.16,2.74,Normal
5308.5,95.5,3.85,1.4,3.13,Overheating
5233.8,106.2,3.58,1.8,3.49,Overheating
4620.8,80.6,3.85,1.69,3.9,Performance Degradation
5165.2,80.5,4.32,1.15,2.72,Normal
4577.8,84.9,3.6,2.13,3.71,Performance Degradation
4645.3,85.2,3.73,2.13,3.47,Performance Degradation
4664.5,88.3,3.54,6.41,3.09,Bearing Degradation
5208.3,75.3,4.5,1.21,2.63,Normal
4618.6,83.9,3.81,2.06,3.76,Performance Degradation
5249.6,109.0,3.5,1.71,3.37,Overheating
4699.8,86.3,3.88,2.06,3.89,Performance Degradation
5196.5,78.8,4.31,1.15,2.55,Normal
4938.0,94.6,2.34,2.55,2.95,Low Oil Pressure
4819.6,94.8,2.31,2.3,2.76,Low Oil Pressure
5263.5,79.0,4.3,1.17,2.65,Normal
5334.0,115.9,3.11,2.12,3.74,Overheating
5208.8,76.9,4.29,1.26,2.72,Normal
5143.2,103.1,3.67,1.79,3.22,Overheating
4921.1,92.9,1.79,2.79,2.81,Low Oil Pressure
4761.4,87.0,3.88,2.34,3.77,Performance Degradation
5279.5,109.3,3.44,2.09,3.31,Overheating
4690.1,84.2,3.89,2.15,3.58,Performance Degradation
5162.8,78.8,4.37,1.02,2.65,Normal
5296.4,105.5,3.53,1.78,3.15,Overheating
4584.3,84.0,3.88,1.98,3.62,Performance Degradation
5201.5,78.9,4.24,1.19,2.73,Normal
4868.6,89.4,2.36,2.55,2.92,Low Oil Pressure
4591.9,83.6,4.25,2.05,3.68,Performance Degradation
5038.5,90.3,2.65,2.35,2.92,Low Oil Pressure
4636.8,94.3,3.31,4.92,3.09,Bearing Degradation
5223.1,102.7,3.63,1.83,3.25,Overheating
5139.0,78.4,4.26,1.38,2.48,Normal
4839.6,87.2,2.65,2.22,2.72,Low Oil Pressure
4561.6,90.4,3.3,4.73,3.2,Bearing Degradation
5250.8,108.0,3.56,1.95,3.33,Overheating
5254.8,103.5,3.57,1.78,3.35,Overheating
5141.5,103.6,3.6,1.77,3.4,Overheating
4664.2,79.6,3.95,1.97,3.83,Performance Degradation
5228.5,77.6,4.36,0.93,2.64,Normal
4589.9,87.1,3.31,5.02,3.12,Bearing Degradation
4663.5,87.0,3.89,1.87,3.84,Performance Degradation
5166.3,99.7,3.74,1.68,3.06,Overheating
5239.2,76.1,4.21,1.18,2.77,Normal
4846.3,94.5,2.43,2.29,2.94,Low Oil Pressure
5257.4,106.6,3.6,1.75,3.38,Overheating
4657.1,89.2,3.3,4.35,3.13,Bearing Degradation
4799.4,92.6,3.42,6.27,3.18,Bearing Degradation
4723.5,85.3,3.67,1.88,3.84,Performance Degradation
4775.4,90.8,3.16,4.85,3.08,Bearing Degradation
5272.7,77.9,4.17,1.1,2.75,Normal
4781.9,91.1,2.47,2.67,3.03,Low Oil Pressure
5181.9,81.1,4.51,1.41,2.73,Normal
4634.4,78.0,3.81,2.22,3.42,Performance Degradation
4580.0,84.0,3.85,2.12,3.56,Performance Degradation
4512.6,88.1,3.25,5.83,2.94,Bearing Degradation
4760.7,80.4,3.78,2.13,3.4,Performance Degradation
5140.6,76.3,4.29,1.16,2.83,Normal
5237.8,77.7,4.13,1.2,2.63,Normal
5225.9,95.5,3.85,1.64,3.0,Overheating
4794.2,88.4,3.99,1.63,3.74,Performance Degradation
4771.2,91.3,2.45,2.53,3.07,Low Oil Pressure
5193.6,79.7,4.26,1.24,2.56,Normal
4647.1,84.2,4.01,2.27,3.56,Performance Degradation
4832.6,92.4,2.48,2.46,2.92,Low Oil Pressure
5222.8,113.6,3.37,1.81,3.51,Overheating
4756.7,95.3,2.51,2.42,2.96,Low Oil Pressure
4602.7,91.2,3.34,5.68,3.19,Bearing Degradation
5362.0,102.6,3.67,1.68,3.43,Overheating
5260.0,102.8,3.66,1.78,3.48,Overheating
4691.2,91.6,3.34,5.36,3.12,Bearing Degradation
5124.9,76.7,4.43,1.14,2.68,Normal
4659.4,78.2,3.88,2.27,3.47,Performance Degradation
4840.0,95.2,2.26,2.49,2.91,Low Oil Pressure
4802.3,89.6,2.45,2.45,2.82,Low Oil Pressure
4687.8,86.9,4.01,1.93,3.49,Performance Degradation
4709.6,83.8,4.15,2.03,3.5,Performance Degradation
4825.4,97.0,2.27,2.52,2.77,Low Oil Pressure
4638.7,85.4,3.82,2.02,3.55,Performance Degradation
4719.8,85.1,4.03,1.92,3.71,Performance Degradation
5174.3,77.0,4.53,1.4,2.65,Normal
5160.0,116.0,3.24,2.03,3.58,Overheating
4635.8,85.5,3.66,1.77,3.88,Performance Degradation
5204.1,77.7,4.26,1.04,2.73,Normal
4949.1,92.4,2.06,2.78,2.81,Low Oil Pressure
5233.5,107.8,3.5,1.76,3.37,Overheating
4762.4,79.5,3.61,2.22,3.25,Performance Degradation
4531.6,89.0,3.37,6.32,2.99,Bearing Degradation
4624.4,84.9,3.7,2.05,3.45,Performance Degradation
4651.8,81.1,3.92,2.01,3.59,Performance Degradation
4731.0,82.3,3.89,2.41,3.49,Performance Degradation
5198.3,78.7,4.31,0.96,2.79,Normal
4875.4,93.8,2.19,2.68,2.74,Low Oil Pressure
5196.8,77.1,4.09,1.07,2.75,Normal
5203.8,110.4,3.48,2.06,3.54,Overheating
4772.8,89.6,3.45,5.79,3.14,Bearing Degradation
5199.4,106.3,3.5,1.94,3.39,Overheating
4856.0,94.7,2.35,2.35,3.06,Low Oil Pressure
4944.3,90.4,2.47,2.15,2.99,Low Oil Pressure
4502.9,86.3,3.87,2.31,3.96,Performance Degradation
4841.4,85.9,4.06,1.92,3.21,Performance Degradation
5171.8,103.5,3.59,2.03,3.53,Overheating
4647.2,81.6,4.06,2.01,3.81,Performance Degradation
4914.8,94.1,2.3,2.71,2.91,Low Oil Pressure
4847.7,96.6,2.31,2.4,2.98,Low Oil Pressure
5229.0,74.9,4.21,1.13,2.75,Normal
5140.6,75.0,4.33,1.01,2.83,Normal
5227.7,103.7,3.46,1.8,3.52,Overheating
5154.4,77.5,4.25,1.46,2.64,Normal
4873.4,90.3,2.61,2.15,3.14,Low Oil Pressure
4637.5,85.6,3.52,4.85,2.86,Bearing Degradation
5252.9,101.1,3.74,1.74,3.4,Overheating
5223.0,107.2,3.51,1.79,3.34,Overheating
4930.1,90.2,2.65,2.27,2.74,Low Oil Pressure
4778.4,91.6,2.57,2.44,2.93,Low Oil Pressure
5263.2,102.0,3.83,1.7,3.26,Overheating
5265.6,110.8,3.3,1.8,3.54,Overheating
5005.2,91.2,2.18,2.51,3.01,Low Oil Pressure
5230.3,75.7,4.28,1.04,2.68,Normal
5311.1,105.3,3.51,1.72,3.47,Overheating
4661.5,86.1,3.75,1.85,4.01,Performance Degradation
4849.8,90.3,2.65,2.39,2.76,Low Oil Pressure
4592.8,92.8,3.25,4.97,3.18,Bearing Degradation
4729.6,84.9,3.94,2.03,3.57,Performance Degradation
5359.9,105.1,3.71,1.83,3.5,Overheating
4623.6,84.2,3.91,2.29,3.8,Performance Degradation
4622.3,95.0,3.24,4.24,3.1,Bearing Degradation
4619.6,83.9,4.05,2.15,3.25,Performance Degradation
4711.5,84.9,3.55,4.49,3.19,Bearing Degradation
4717.3,85.1,3.58,2.08,3.56,Performance Degradation
4621.1,88.1,3.44,4.62,3.23,Bearing Degradation
4683.2,85.5,3.96,2.22,3.81,Performance Degradation
4729.1,87.0,3.08,5.74,3.16,Bearing Degradation
5301.2,116.6,3.45,2.04,3.8,Overheating
4696.5,95.0,2.16,2.35,2.94,Low Oil Pressure
4718.1,89.0,2.94,4.67,3.21,Bearing Degradation
5235.4,104.6,3.7,1.83,3.32,Overheating
4481.4,87.4,4.06,2.41,3.89,Performance Degradation
4765.6,83.6,2.92,4.74,2.96,Bearing Degradation
4779.3,83.2,3.91,2.13,3.74,Performance Degradation
5194.9,79.7,4.24,1.06,2.78,Normal
5163.1,80.3,4.12,1.02,2.7,Normal
4697.4,88.6,3.6,2.21,3.82,Performance Degradation
4538.3,86.5,3.64,1.7,3.6,Performance Degradation
4623.4,80.5,3.86,2.4,3.74,Performance Degradation
4709.1,82.9,3.9,2.21,3.47,Performance Degradation
4709.3,79.9,3.71,2.06,3.69,Performance Degradation
4879.2,92.5,2.24,2.6,2.94,Low Oil Pressure
4749.3,89.0,2.48,2.14,3.08,Low Oil Pressure
5194.8,79.2,4.39,1.09,2.7,Normal
5247.6,108.7,3.65,1.89,3.6,Overheating
4876.2,86.8,2.65,2.15,3.0,Low Oil Pressure
5263.1,111.0,3.25,1.85,3.45,Overheating
5001.5,91.6,2.15,2.57,2.78,Low Oil Pressure
5216.6,77.9,4.26,1.31,2.69,Normal
4614.8,87.8,3.0,4.43,3.06,Bearing Degradation
4976.8,92.1,2.28,2.4,2.73,Low Oil Pressure
4862.4,95.3,2.28,2.65,2.93,Low Oil Pressure
4841.8,90.4,2.05,2.51,2.95,Low Oil Pressure
4637.2,78.6,3.83,2.25,3.61,Performance Degradation
4735.9,96.7,2.38,2.44,2.97,Low Oil Pressure
4808.3,84.8,3.25,4.43,3.0,Bearing Degradation
5358.1,104.2,3.6,1.9,3.38,Overheating
4900.4,95.2,2.14,2.6,2.9,Low Oil Pressure
4778.4,93.5,2.16,2.39,2.67,Low Oil Pressure
4875.4,91.6,2.65,2.17,2.94,Low Oil Pressure
4723.9,87.5,3.07,4.57,3.13,Bearing Degradation
4742.7,84.9,3.39,6.14,2.95,Bearing Degradation
4649.8,87.5,3.15,4.92,3.11,Bearing Degradation
5322.1,106.7,3.62,1.97,3.39,Overheating
4800.1,87.0,4.01,2.05,3.52,Performance Degradation
4956.4,89.1,2.45,2.39,2.78,Low Oil Pressure
5188.9,78.5,4.31,1.38,2.71,Normal
4875.7,94.0,2.35,2.5,2.96,Low Oil Pressure
5255.2,77.9,4.43,1.4,2.54,Normal
5288.3,106.1,3.61,1.87,3.44,Overheating
4580.9,88.0,4.17,2.29,3.52,Performance Degradation
4872.6,91.1,2.51,2.67,2.94,Low Oil Pressure
4895.3,94.8,2.0,2.58,2.99,Low Oil Pressure
4831.2,91.8,2.45,2.32,3.04,Low Oil Pressure
5361.9,101.3,3.7,1.72,3.26,Overheating
5279.7,78.9,4.27,1.23,2.71,Normal
4675.5,88.6,3.41,3.7,3.19,Bearing Degradation
4937.1,93.3,2.31,2.81,3.15,Low Oil Pressure
4797.7,93.7,2.43,2.4,3.02,Low Oil Pressure
5204.0,79.0,4.28,1.1,2.67,Normal
4752.6,90.2,2.65,2.15,2.64,Low Oil Pressure
4914.7,90.9,2.38,2.29,2.94,Low Oil Pressure
5240.1,101.7,3.72,1.69,3.32,Overheating
4657.9,84.2,3.02,5.0,3.21,Bearing Degradation
4555.2,89.5,3.16,5.86,3.22,Bearing Degradation
4768.4,84.1,4.04,2.42,3.64,Performance Degradation
4657.9,81.4,3.74,2.0,3.84,Performance Degradation
5300.1,110.3,3.42,1.96,3.5,Overheating
5247.9,74.1,4.27,1.13,2.72,Normal
5232.4,77.8,4.31,1.18,2.68,Normal
5297.1,78.4,4.21,1.16,2.6,Normal
5252.9,97.2,3.85,1.55,3.31,Overheating
4858.9,91.5,1.98,2.68,3.12,Low Oil Pressure
4544.3,92.5,3.39,4.9,3.09,Bearing Degradation
5292.8,77.8,4.27,1.37,2.65,Normal
4651.9,92.5,3.16,4.93,3.39,Bearing Degradation
4780.4,94.6,2.5,2.51,3.02,Low Oil Pressure
5120.0,79.8,4.37,1.11,2.5,Normal
4826.7,92.8,2.21,2.74,2.9,Low Oil Pressure
5255.7,78.1,4.39,1.03,2.7,Normal
4830.5,94.7,2.31,2.62,2.86,Low Oil Pressure
4824.5,93.5,2.41,2.62,3.02,Low Oil Pressure
5178.0,76.8,4.21,1.11,2.78,Normal
5233.8,105.0,3.62,1.84,3.49,Overheating
4704.7,85.5,3.3,5.05,3.0,Bearing Degradation
5150.3,79.0,4.3,1.11,2.66,Normal
4675.2,84.1,3.37,5.29,3.2,Bearing Degradation
4713.9,86.8,3.3,4.58,3.11,Bearing Degradation
4688.9,86.8,3.39,4.46,2.9,Bearing Degradation
5318.4,105.9,3.64,2.06,3.32,Overheating
5377.8,106.5,3.62,1.84,3.37,Overheating
4526.4,91.4,3.43,6.08,3.11,Bearing Degradation
5195.2,76.8,4.18,1.06,2.78,Normal
4677.7,93.2,2.98,5.43,3.15,Bearing Degradation
4601.5,82.1,3.08,5.24,3.31,Bearing Degradation
5120.2,79.0,4.31,1.03,2.77,Normal
4703.3,87.3,3.35,5.32,3.06,Bearing Degradation
5220.0,79.2,4.25,1.12,2.71,Normal
4621.2,83.4,4.07,2.02,3.33,Performance Degradation
4904.3,95.5,1.93,2.35,3.03,Low Oil Pressure
4652.2,88.3,3.83,2.28,3.79,Performance Degradation
4904.9,90.0,2.42,2.13,2.97,Low Oil Pressure
4970.8,95.2,2.31,2.48,2.83,Low Oil Pressure
5170.6,79.1,4.38,1.03,2.62,Normal
4809.1,90.9,2.49,2.25,2.88,Low Oil Pressure
4691.9,87.4,3.05,4.26,3.34,Bearing Degradation
4849.4,94.6,2.32,2.33,2.9,Low Oil Pressure
4765.6,78.0,3.8,2.28,3.46,Performance Degradation
4952.7,93.1,2.31,2.35,2.84,Low Oil Pressure
5255.3,110.3,3.36,1.78,3.56,Overheating
4693.0,82.3,3.6,2.25,3.59,Performance Degradation
5350.3,98.5,3.83,1.65,3.27,Overheating
4675.5,84.2,3.24,5.79,3.08,Bearing Degradation
4673.3,90.3,3.26,4.79,2.95,Bearing Degradation
5198.8,77.9,4.15,1.22,2.74,Normal
4684.1,83.7,3.74,2.07,3.38,Performance Degradation
4571.5,89.1,3.22,4.91,2.97,Bearing Degradation
5275.9,101.8,3.75,1.75,3.15,Overheating
4643.4,84.3,3.53,5.08,3.17,Bearing Degradation
5372.5,104.5,3.61,1.81,3.47,Overheating
4698.9,82.0,3.16,4.77,3.09,Bearing Degradation
5344.1,105.5,3.7,1.8,3.33,Overheating
5222.2,75.8,4.35,1.25,2.64,Normal
5223.8,77.6,4.12,0.99,2.65,Normal
5231.3,111.5,3.44,1.94,3.51,Overheating
4481.6,88.8,2.94,5.61,3.22,Bearing Degradation
5271.1,100.7,3.71,1.68,3.48,Overheating
4604.5,82.0,4.07,1.9,3.83,Performance Degradation
4894.3,92.8,2.35,2.35,2.79,Low Oil Pressure
4594.4,84.8,3.91,2.07,3.73,Performance Degradation
4879.6,88.8,2.51,2.32,2.89,Low Oil Pressure
4890.1,89.6,2.38,2.15,3.25,Low Oil Pressure
4670.9,81.8,3.94,2.05,3.28,Performance Degradation
4875.4,97.8,2.08,2.63,3.02,Low Oil Pressure
4526.5,86.8,3.63,2.19,4.14,Performance Degradation
4603.1,85.7,3.85,1.93,3.63,Performance Degradation
4744.5,93.0,2.34,2.64,2.76,Low Oil Pressure
5189.9,106.3,3.57,1.78,3.48,Overheating
4776.8,93.1,2.11,2.4,2.72,Low Oil Pressure
5271.1,105.1,3.54,1.73,3.25,Overheating
4834.0,92.2,2.26,2.67,2.78,Low Oil Pressure
4688.2,86.0,3.34,4.59,3.06,Bearing Degradation
5266.4,78.9,4.41,1.05,2.68,Normal
4885.5,86.8,2.58,2.11,2.99,Low Oil Pressure
5197.5,76.5,4.22,1.12,2.61,Normal
5270.0,111.9,3.39,1.97,3.62,Overheating
4570.6,82.5,4.04,1.98,3.64,Performance Degradation
4803.3,88.0,2.48,2.46,2.8,Low Oil Pressure
4786.3,89.1,2.64,2.42,2.89,Low Oil Pressure
5208.4,76.1,4.27,1.21,2.62,Normal
4664.4,82.0,3.36,4.41,3.05,Bearing Degradation
4889.6,92.1,2.18,2.64,2.88,Low Oil Pressure
5220.4,81.0,4.35,1.21,2.72,Normal
4915.5,93.2,2.44,2.44,2.85,Low Oil Pressure
4708.9,89.7,3.25,5.28,3.05,Bearing Degradation
4668.7,80.3,3.74,2.02,3.66,Performance Degradation
4546.3,91.6,2.94,5.48,3.21,Bearing Degradation
4534.6,83.0,3.86,2.14,3.64,Performance Degradation
4945.0,95.1,2.23,2.41,3.03,Low Oil Pressure
4728.4,85.0,3.77,1.65,3.23,Performance Degradation
5212.2,77.2,4.29,1.31,2.71,Normal
5223.1,73.8,4.24,1.1,2.67,Normal
4615.5,88.0,3.17,4.89,3.17,Bearing Degradation
4778.1,84.2,4.08,2.06,3.49,Performance Degradation
4738.1,96.2,1.94,2.88,3.05,Low Oil Pressure
4872.4,96.6,2.11,2.75,2.78,Low Oil Pressure
4490.2,86.8,3.1,5.97,3.07,Bearing Degradation
4841.1,93.5,2.14,2.45,2.98,Low Oil Pressure
4508.5,83.8,3.88,2.07,3.57,Performance Degradation
5298.9,109.9,3.38,1.85,3.41,Overheating
4630.2,81.6,3.83,2.16,3.68,Performance Degradation
4655.4,82.3,3.94,1.88,3.56,Performance Degradation
4877.1,90.1,2.31,2.34,2.83,Low Oil Pressure
4789.7,95.3,1.98,2.87,2.91,Low Oil Pressure
4709.1,87.7,3.09,4.24,2.78,Bearing Degradation
4676.3,82.4,3.69,1.63,3.67,Performance Degradation
4568.4,83.4,4.1,2.44,3.66,Performance Degradation
4726.7,90.0,3.94,2.12,3.39,Performance Degradation
4633.4,88.8,4.25,1.86,3.48,Performance Degradation
4823.0,93.9,2.34,2.38,2.83,Low Oil Pressure
5381.1,102.8,3.6,1.85,3.15,Overheating
5303.5,102.6,3.69,1.79,3.33,Overheating
4488.4,84.7,3.98,1.92,3.9,Performance Degradation
4776.1,82.0,3.76,2.39,3.69,Performance Degradation
4651.7,89.5,3.55,5.44,2.76,Bearing Degradation
4575.0,85.4,3.29,4.33,3.02,Bearing Degradation
5284.1,98.9,3.85,1.57,3.31,Overheating
5304.4,105.0,3.59,1.93,3.32,Overheating
5150.9,75.6,4.29,1.19,2.56,Normal
4673.8,86.6,3.36,5.53,3.01,Bearing Degradation
5215.0,78.1,4.08,1.13,2.71,Normal
5324.7,101.8,3.85,1.72,3.43,Overheating
4704.2,90.9,3.27,6.12,3.06,Bearing Degradation
5213.0,76.0,4.19,1.16,2.67,Normal
4767.7,93.4,2.22,2.57,2.84,Low Oil Pressure
4728.2,83.7,3.66,1.99,3.76,Performance Degradation
4743.8,86.7,3.83,1.95,3.84,Performance Degradation
5239.0,74.9,4.37,1.31,2.81,Normal
4783.3,93.4,2.08,2.61,3.01,Low Oil Pressure
4700.8,89.2,3.42,5.95,2.91,Bearing Degradation
4667.7,88.9,3.22,4.27,3.17,Bearing Degradation
4666.4,82.2,4.02,2.17,3.56,Performance Degradation
4559.7,86.5,3.84,2.27,3.48,Performance Degradation
5228.0,80.7,4.38,1.36,2.51,Normal
5208.1,78.3,4.21,1.21,2.62,Normal
5197.3,78.8,4.27,1.29,2.84,Normal
4612.7,90.6,3.4,4.96,3.23,Bearing Degradation
4950.0,94.4,2.29,2.8,2.86,Low Oil Pressure
4690.7,83.5,3.87,2.04,3.34,Performance Degradation
5188.3,77.7,4.28,1.18,2.72,Normal
4680.7,82.5,4.07,1.96,3.73,Performance Degradation
5248.9,79.2,4.18,1.03,2.68,Normal
4690.6,83.3,3.91,2.2,3.76,Performance Degradation
4617.4,88.3,3.19,4.96,2.82,Bearing Degradation
4576.6,85.5,3.39,5.1,3.2,Bearing Degradation
5320.6,98.3,3.72,1.72,3.29,Overheating
4593.8,90.0,3.85,2.18,3.69,Performance Degradation
4848.6,96.5,2.35,2.41,2.77,Low Oil Pressure
4834.5,93.7,2.56,2.24,2.68,Low Oil Pressure
4670.1,85.6,3.86,2.25,4.09,Performance Degradation
5163.0,79.4,4.39,1.09,2.71,Normal
5224.0,110.2,3.39,1.94,3.35,Overheating
5261.9,76.6,4.29,1.14,2.8,Normal
4650.6,85.1,3.88,2.41,3.84,Performance Degradation
4719.8,87.3,4.12,2.25,3.2,Performance Degradation
4667.3,85.1,3.38,4.48,3.0,Bearing Degradation
4554.9,89.9,3.04,6.11,3.18,Bearing Degradation
4815.0,91.7,2.24,2.48,3.1,Low Oil Pressure
5310.8,101.9,3.61,1.93,3.15,Overheating
5270.4,106.2,3.43,2.0,3.35,Overheating
5322.0,109.1,3.56,1.83,3.62,Overheating
5156.8,81.3,4.24,1.25,2.87,Normal
4901.7,89.8,2.42,2.48,2.76,Low Oil Pressure
5245.6,96.5,3.77,1.61,3.15,Overheating
5233.1,106.3,3.51,1.92,3.33,Overheating
5293.4,75.4,4.3,1.3,2.5,Normal
4454.6,87.6,3.14,5.38,2.99,Bearing Degradation
